,ID,ID collecteur,Date de début,Date de fin,Q1,Q3,Q4,Q4-text,Q5,Q5-text,Q6,Q6-text,Q7,Q8,Q9,Q10,Q11,Q12,Q8-en,Q10-en,Q12-en,Q4-en,Q5-en,Q6-en
248,6183313090,156443487,2017-05-05 11:06:05,2017-05-05 11:12:44,Oui,Asselineau,Oui,,Autre (veuillez préciser),Je ne vais pas voter pour un de c'est deux candidat ,Blanc,Je vais pas voter,Le Pen,Pour moi je pense que le pe  va gagnier puisque led français ne don pas très intelligent il ne voyent  pas à que le point la France va être perdus . Mais même si c'est macron qui passe on est tous perdu.  En vérité la meilleure  solution pour que la France garde son pouvoir c'est de quitter l'Europe qui nous prend tout . Avant d'être européen  nous se français.  Liberté égalité fraternité  ou est passer tout ça?,Oui,Nous somme plusieur à penser ça.  Et ce qui nous fait le plus de mal c'est de savoir qu'on est entrain de bafouer tout ce que la France a créé auparavant par nos ancêtres. ,Oui,Je pense que de ne pas aller voter c'est un bon choix car nous ne pouvons pas donner une voix pour quelqu'un qui va détruire notre relation pour quelqu'un qui va faire ce qu'il pense bien pour la France alors qu'au final et se retrouvent complètement à côté de la plaque réalise vous à quel point la France et dans un terrible etat à aide de nous,For me I think the pe will gagnier as French donation led not very intelligent not voyent that the point France will be lost. But even if it is password macron is all lost.  In truth the best solution for France keeps its power is to leave Europe that takes us. Before European we are French.  Freedom equality fraternity or go?,We are plusieur to think that.  And what we did the most harm is that lively is flouting all that France has previously created by our ancestors. ,I think not to go vote it is a good choice because we cannot give a voice for someone who will destroy our relationship for someone who will do what he thinks good for France while final and are completely beside the plate makes you how France and in a terrible state with us,,I am not going to vote for a two candidate ,I'm not vote
249,6183311505,156443487,2017-05-05 10:14:33,2017-05-05 11:08:07,Oui,Macron,Oui,,Très sûr,,Blanc,Ok,Macron,Ok,Oui,,Oui,,Ok,,,,,Ok
250,6183309637,156443487,2017-05-05 11:03:04,2017-05-05 11:05:21,Oui,Macron,Oui,,Très sûr,,Emmanuel Macron,,Macron,,Oui,,Oui,,,,,,,
251,6183309530,156443487,2017-05-05 11:02:45,2017-05-05 11:08:54,Oui,Macron,Oui,,Pas sûr,,Blanc,Je ne sais plus vu le débat ,Le Pen,Elle dit des choses pour convaincre ,Oui,,Non,Juste peur que face parti les étranger qui eux travaille pour la france,She said things to convince ,,Just afraid opposite party foreign them works for france,,,I don't know saw the debate 
252,6183302463,156443487,2017-05-05 10:55:48,2017-05-05 10:57:24,Oui,Melenchon,Oui,,Très sûr,,Marine Le Pen,,,,,,,,,,,,,
253,6183302116,156443487,2017-05-05 10:55:52,2017-05-05 10:57:04,Non,Le Pen,Oui,,Très sûr,,Marine Le Pen,,,,,,,,,,,,,
254,6183302002,156443487,2017-05-05 10:56:12,2017-05-05 10:56:58,Oui,Macron,Oui,,Très sûr,,Emmanuel Macron,,,,,,,,,,,,,
255,6183301082,156443487,2017-05-05 10:54:38,2017-05-05 11:03:40,Oui,Le Pen,Oui,,Cela dépend du candidat,,,,Le Pen,"Son programme est basée pour aider la France au niveau de l'emploi, des étrangers en situation irrégulière, fichier S, aider les PME, baisser nos impôts, aider les personnes avec un pouvoir d' achat, augmenter les pensions des retraités et des handicapés, revalorisées notre monnaie afin de s'en sortir et aider les personnes en bas revenu, revaloriser les entreprise française, fermée les frontières.  ",Oui,"Mes amis sont d'accord avec moi car le programme de marine le pen  se rapproche à la vision de ce que l'on veux pour notre pays, afin de sortir du seuil de pauvreté.",Oui,Le programme de marine le pen se rapproche à ma vision du pays afin d'avoir moins de chômage et de sortir de notre pauvreté que je vis actuellement .,"His program is based to help France in terms of employment, illegal aliens, file S, help SMEs, lower our taxes, help people with a purchasing power, increase pensions of retired and disabled, adjusted our currency to go out and help people in low income, upgrade the French company, closed borders.  ","My friends agree with me because the navy program think closer to the vision of what we want for our country, in order to break the poverty line.",The programme of marine think closer to my vision of the country to have less unemployment and out of our poverty that I live now.,,,
256,6183298828,156443487,2017-05-05 10:51:33,2017-05-05 10:56:05,,Macron,,,Autre (veuillez préciser),oui je vote,Emmanuel Macron,,,,,,,,,,,,I vote yes,
257,6183297028,156443487,2017-05-05 10:50:11,2017-05-05 10:53:43,Oui,Hamon,Oui,,Cela dépend du candidat,,Emmanuel Macron,,Macron,Quand on compare ces deux programme totalement different donc dire qui vas gagner je sais pas vu que meme moi j'hesite entre les 2,Non,,Non,,When comparing these two totally different program therefore say who gonna win I know not seen that even I hesitate between the 2,,,,,
258,6183293631,156443487,2017-05-05 10:46:28,2017-05-05 10:49:21,Non,Melenchon,Oui,,Autre (veuillez préciser),c'est compliqué,Blanc,c'est confus,,,,,,,,,,,It's complicated,It is confused
259,6183292926,156443487,2017-05-05 10:46:00,2017-05-05 10:49:34,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Macron,Les gens sont faibles ,Oui,,Oui,,People are weak ,,,,,
260,6183292455,156443487,2017-05-05 10:46:43,2017-05-05 10:49:41,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Le Pen,Un programme sur qui tien la route . Elle a des arguments et des plans fixe . Macron ne sais pas où il va et y vas au filling.  ,Oui,Ils pensent la même choses car nous avons tous le même point de vue ,Oui,Car elle sera mettre en sécurité les français et faire travailler notre pays.  ,A program on your road. It has arguments and plans fixed. Macron doesn't know where he will go to the filling.  ,They feel the same things because we all have the same point of view ,Because it will be security French and work.  ,,,
261,6183291182,156443487,2017-05-05 10:45:05,2017-05-05 10:46:21,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,,,,,,,,,,,,
262,6183290923,156443487,2017-05-05 10:44:17,2017-05-05 10:45:53,Non,Poutou,Non,,Très sûr,,Marine Le Pen,,,,,,,,,,,,,
263,6183290913,156443487,2017-05-05 10:44:14,2017-05-05 15:08:20,Oui,Macron,Oui,,Très sûr,,Emmanuel Macron,,Macron,"Au débat du deuxième tour, Marine Le Pen s'est ridiculise, elle n'a pas présenter son programme, elle n'a fait que critique et sortir des feuilles alors que Macron avait un vrai programme et ne c'est jamais énervé contre les ""insultes"" de Le Pen.  De plus l'idée de Marine de nous faire sortir de l'Euro est incense car nous sommes beaucoup dépendant de ces pays. Je la trouve également raciste car même si elle ne vire pas directement les étrangers de France elle veut faire en sorte qu'il ne puisse plus y vivre aussi facilement. ",Oui,Il pense la même chose par rapport à le Pen et donc même si Macron n'est pas génial et à ses défauts il en a moins que Marine Le Pen et son programme est bien plus réaliste. ,Oui,Parce qu'il a un programme qui est réalisable et qu'il est intelligent.  Je pense qu'il saura remonter un peu la France.,"The second round debate, Marine Le Pen is ridiculed, it did not submit its programme, it has that critical and out of sheets while Macron had a real program and it is never upset against ""insults"" of Le Pen.  Also the idea of Marine get us out of the Euro is incense because we are much dependent on these countries. I also found racist because even if it does not directly foreign France wants to ensure that it can no longer live as easily. ",He thinks the same thing in relation to the Pen and therefore even if Macron is not great and its defects it has less than Marine Le Pen and its programme is much more realistic. ,Because it has a program that is feasible and that it is intelligent.  I think it will go a little France.,,,
264,6183290223,156443487,2017-05-05 10:43:08,2017-05-05 10:45:09,Non,Macron,Je ne sais pas,,Je ne sais pas,,Emmanuel Macron,,,,,,,,,,,,,
265,6183289704,156443487,2017-05-05 10:43:18,2017-05-05 10:48:40,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Le Pen,Marine le pen a un projet qui corespond exactement a ce que la france attant elle a 5 ans pour nous prouvé quel peut sauvé la france de la crise quel subi depuit plusieur année on et la france a ce jour on et vraiment divisee et cette femme rehunira vraiment c'est france et c'est valeur ,Oui,Par ce que il pance les meme chause que moi ,Oui,Toute les reponce son dans la première reponce ,Navy pena a project that are exactly what france has attant 5 years to prove what we can saved the france of the crisis which suffered depuit several year and france has so far we really have and this woman rehunira really is france and value is ,For what it pance me even infants ,All reponce in the first reponce his ,,,
266,6183288853,156443487,2017-05-05 10:42:51,2017-05-05 10:43:45,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,,,,,,,,,,,,
267,6183286318,156443487,2017-05-05 10:39:45,2017-05-05 10:41:50,Non,Le Pen,Non,,Je ne sais pas,,Marine Le Pen,,,,,,,,,,,,,
268,6183278963,156443487,2017-05-05 10:32:27,2017-05-05 10:33:56,Oui,Melenchon,Je ne sais pas,,Je ne sais pas,,Emmanuel Macron,,,,,,,,,,,,,
269,6183277610,156443487,2017-05-05 10:30:38,2017-05-05 10:32:10,Non,Le Pen,Non,,Pas sûr,,Marine Le Pen,,,,,,,,,,,,,
270,6183276995,156443487,2017-05-05 10:30:09,2017-05-05 10:34:47,Oui,,Non,,Autre (veuillez préciser),vote par procuration,Blanc,aucun des deux,Macron,Car il a beaucoup d'idées même si elles ne sont pas acceptées par tous,Oui,Même opinion,Non,Car il n'y a pas assez de développement sur les idées,It has many ideas even if they are not accepted by all,Even opinion,Because there is not enough development ideas,,Vote by proxy,Any of the two
271,6183276479,156443487,2017-05-05 10:30:03,2017-05-05 10:31:59,Oui,Macron,Oui,,Très sûr,,Emmanuel Macron,,Macron,Parce que je trouve son programme mieux que celui de le pen,Oui,,Oui,,Because I find his program better than the pen,,,,,
272,6183276218,156443487,2017-05-05 10:29:12,2017-05-05 10:33:09,Oui,Melenchon,Oui,,Pas sûr,,Blanc,Les deux sont nul,Macron,Ce seras macron car un régime capitalisme est très réducteur pour notre pays ,Non,mes amis viennes de la campagne sont donc raciste et vote le pen,Non,"c'est un vote utile pour faire barrage a marine le pen, mais en aucun cas j'estime que voté macron est un bon choix",This'll macron because capitalism is very reductive regime for our country ,My friends come campaign are therefore racist and vote pen,"It is a useful vote dam marine pen, but in no case I believe voted macron is a good choice",,,Both are null
273,6183274733,156443487,2017-05-05 10:27:32,2017-05-05 10:29:11,Non,,Non,,Je ne sais pas,,Marine Le Pen,,,,,,,,,,,,,
274,6183273810,156443487,2017-05-05 10:25:31,2017-05-05 10:28:14,Non,Le Pen,Autre (veuillez préciser),Je ne suis pas inscrite,Très sûr,,Marine Le Pen,,,,,,,,,,,I am not registered,,
275,6183267072,156443487,2017-05-05 10:18:52,2017-05-05 10:26:54,,Melenchon,Je ne sais pas,,Autre (veuillez préciser),Je suis pas de vote,Blanc,Parce que je vautre pas pour eu,Macron,Macron pack c'est un homme,Oui,Parce il ya jamais eu de femme présidente en france,Oui,Oui pack je pence qu'il va changer beaucoup de chose,Macron pack is a man,Because it ya never had woman president france,Yes I pence pack it will change many thing,,I am not voting,Because I had not wallowing
276,6183266540,156443487,2017-05-05 10:18:24,2017-05-05 10:21:06,Non,Macron,Non,,Je ne sais pas,,Blanc,Je ne voterer ni l'un ni l'autre,,,,,,,,,,,,I voterer neither the other
277,6183265427,156443487,2017-05-05 10:17:53,2017-05-05 10:21:23,Oui,Melenchon,Oui,,Très sûr,,Marine Le Pen,,Le Pen,parceque son projet et beaucoup mieux que celui de macron,Non,mes amis pense pas voir une femme au pouvoir ,Oui,son projet et plus réaliste ,Because its project and much better than the macron,My friends do not see a woman in power ,Its project and more realistic ,,,
278,6183264245,156443487,2017-05-05 10:16:37,2017-05-05 10:18:05,Oui,Le Pen,Oui,,Cela dépend du candidat,,Marine Le Pen,,Macron,,Oui,,Oui,,,,,,,
279,6183256874,156443487,2017-05-05 10:07:15,2017-05-05 10:10:19,Oui,Macron,Je ne sais pas,,Je ne sais pas,,Emmanuel Macron,,Macron,,Oui,,Oui,,,,,,,
280,6183255747,156443487,2017-05-05 10:03:35,2017-05-05 10:08:39,Oui,Melenchon,Non,,Pas sûr,,Blanc,Ni l'un ni l'autre,,,,,,,,,,,,Neither one nor the other
281,6183252780,156443487,2017-05-05 10:04:35,2017-05-05 10:06:22,Oui,Melenchon,Oui,,Très sûr,,Emmanuel Macron,,Macron,,Oui,,Non,,,,,,,
282,6183252480,156443487,2017-05-05 10:03:24,2017-05-05 10:05:06,Non,Le Pen,Oui,,Pas sûr,,Marine Le Pen,,,,,,,,,,,,,
283,6183251093,156443487,2017-05-05 10:02:06,2017-05-05 10:06:07,Oui,Le Pen,Oui,,Cela dépend du candidat,,Marine Le Pen,,Le Pen,Le pen on la jamai u ,Oui,Oui il pensent la maime chose le pen et jamai passe pourquoi pas elle,Oui,Elle peux petait faire bouge les chosse ,The pen is equipmcnt u ,Yes he feel the maime thing the pen and password equipmcnt why not,It can petait to move chosse ,,,
284,6183248324,156443487,2017-05-05 09:57:05,2017-05-05 10:05:40,Oui,Melenchon,Oui,,Autre (veuillez préciser),Non ,Blanc,Je n aime pas leur programme je suis pas de leur avis ou opinion ,Macron,Parce que dans ses propos ou point de vue ses lui qui a une programme qui est avantageux que nous peuple français on a peur de l inconnu que les gens on peut d être insulter de raciste en votant le Pen se qui est dommage car marine se défend bien elle a de bonne chose à mettre en place mais les gens ne voteront pas pour elle moi y compris ,Oui,Mon entourage pense que Macron va sortir et non le Pen car ses déjà tous vue suite au peur du peuple français,Non,Parce que faut sortir de l union européenne et revenir au franc les gens s en sortait mieu moin de dette moin de vole moin de chômage ect ...,Because in his remarks or point of view its him who has a program that is advantageous that we French people are afraid of the unknown that people can d be insulting racist voting Think that is unfortunate because marine is defending well it has good thing to implement but people do not vote for it including me ,My entourage Macron will think out and not the Pen because its already all view following the fear of French people,Because we must get out of the European Union and return to the franc people s are out the debt are stealing some unemployment ect ...,,No ,I n not like their program I am not their opinion or opinion 
285,6183248203,156443487,2017-05-05 09:57:36,2017-05-05 10:04:22,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Le Pen,Au vue des erreurs de mr macron la France se réveil sur le passé. ,Oui,Ils sont du même avis que moi. ,Oui,Enfin du bon changement. ,In view of the errors mr macron France woke up on the past. ,They are of the same opinion as me. ,Finally the right change. ,,,
286,6183248172,156443487,2017-05-05 09:59:13,2017-05-05 10:03:35,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Macron,car les français ne veulent pas de femme au pouvoir. donc se sera Emanuel macaron qui sera notre nouveau président. ,Oui,Oui il pense la même chose que moi même et donc il sont convaincu que se sera Emmanuel macaron qui sera notre présidents.,Oui,car elle c'est se quel fait. elle a la nuque pour gouverner le pays et à y voir des interet,Because the French do not want women in power. Therefore will be Emanuel button which will be our new president. ,Yes he thinks the same thing myself and therefore are convinced that it will be Emmanuel button which will be our Presidents.,Because it is what it is. It has the neck to govern the country and see interest,,,
287,6183247259,156443487,2017-05-05 09:56:56,2017-05-05 10:00:37,Oui,Melenchon,Oui,,Autre (veuillez préciser),Non ,Blanc,Pas voter,Macron,,Non,,Non,,,,,,No ,No vote
288,6183245331,156443487,2017-05-05 09:55:46,2017-05-05 10:14:24,Oui,Melenchon,Oui,,Très sûr,,Emmanuel Macron,,Macron,"Tout simplement car le peuple francais ne vas pas voter pour Mr Macron mais contre Mme Le Pen, la France n'as actuellement besoin d'aucun de ses deux président, mais le choix du peuple se tournera en theorie en faveur du candidat d'En Marche plutot que envers le Front National. ",Non,,Non,"Je pense que la france a besoin d'un president qui nous unis et qui nous rend notre pouvoir a nous, peuple francais.  Un président qui nous permettrais réellement de faire des choix pour la France et non pas pour le patronat ou bien pour les immigrés ou encore pour les guerres, nous n'avons pas besoin de tout sa, ce dont on a besoin c'est d'un renouvellement ecologique, ainsi qu'un changement radical du système qui offre les pleins pouvoirs aux personne les plus aisés.","Quite simply because the French people not gonna vote for Mr Macron but against Ms. Le Pen, France as currently need any of its two president, but the choice of the people will theory in favour of the candidate In March rather than to the National Front. ",,"I think the france needs a president that we united and that makes us our power, French people.  A president who we really allow choices for France and not for the employers or for immigrants or even for the wars, we have not need all his, we need is a renewal ecologique, as well as a radical change in the system that provides full powers in person the most affluent.",,,
289,6183245229,156443487,2017-05-05 09:55:14,2017-05-05 09:56:51,Non,Macron,Non,,Très sûr,,Emmanuel Macron,,,,,,,,,,,,,
290,6183243891,156443487,2017-05-05 09:54:28,2017-05-05 09:55:20,Non,Macron,Non,,Pas sûr,,Emmanuel Macron,,,,,,,,,,,,,
291,6183239987,156443487,2017-05-05 09:48:05,2017-05-05 09:50:50,Non,Lassalle,Autre (veuillez préciser),Pas inscrite sur les listes,Autre (veuillez préciser),Pas inscrite sur les listes ,Marine Le Pen,,,,,,,,,,,Not included in lists,Not included in lists ,
292,6183235485,156443487,2017-05-05 09:44:22,2017-05-05 09:49:21,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Macron,Car il sont tous contre marie le pen j,Non,,Oui,,It are all against married j pen,,,,,
293,6183235413,156443487,2017-05-05 09:44:34,2017-05-05 09:49:48,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Macron,je pense que Macron remporteras l'élection car la population est plus de son avis.,Non,"ils n'ont pas le même avis car ils sont pour l'émigration, et qu'il se fiche de l'identité de notre pays.",Oui,"oui je le pense, car elle aime sont pays et souhaite le remettre en ordre.  en faisant respecter les forces de l'ordre, remettre des barrières dans le pays. ",I think Macron remporteras election because the population is more his opinion.,"They have not the same opinion because they are for emigration, and that he cares about the identity of our country.","Yes I think, because it loves are country and wants to restore order.  Enforcing law enforcement, put barriers in the country. ",,,
294,6183235111,156443487,2017-05-05 09:44:16,2017-05-05 09:47:49,Oui,Melenchon,Oui,,Très sûr,,Emmanuel Macron,,Le Pen,Marine le pen va gagner l'élection car depuis les attentats les personne pense que c'est du a la religion Maghrébine alors que sa na tien n'a voir et vue que Marine veux expulser toute les personne non française bah la plus part sont devenue rassiste,Oui,Car cest la vérité,Oui,Si marine le pen remportera sa seras la 3eme guerre modiale cest sur... ,Marine pen will win the election because since the attacks person think this is a religion while its Belgian na yours did see and view that Marine want to expel any person not French the most part bah are become rassiste,Because thats the truth,If Navy wins its'll pen the 3rd World War is on ... ,,,
295,6183231331,156443487,2017-05-05 09:39:35,2017-05-05 09:43:06,Oui,Melenchon,Oui,,Très sûr,,Blanc,blanc,Macron,Les français vont faire barrage au fn   ,Oui,oui,Oui,oui,The French will dam the fn   ,Yes,Yes,,,White
296,6183229949,156443487,2017-05-05 09:37:53,2017-05-05 09:46:21,Oui,Melenchon,Oui,,Très sûr,,Emmanuel Macron,,Macron,Déjà d'après mon point de vue à chaque foi que le Pen est passer au premier tour avec un autre candidat elle n'est jamais passer au deuxième tour et cela fait déjà plusieurs années.  Macron et le Pen certes propose des solution mais elle ne plaise pas à tous le monde donc moi je pence avant de pourvoir voter il fait qu'il ce mette d'accord ou que l'un d'entre eux proposer quelque chose de plus convincan.,Oui,Sa dépend des personnes après leur penser et leur choix reste tou à fait personnelle ,Oui,Il ya plsieur sujet à aborder c'est trop long à expliquer voyer par vous même pendant les débats   ,Already from my point of view to each faith that the Pen is through first round with another candidate it is never move to the second round and it is already several years.  Macron and Pen certainly offers solution but it does not like to all the world therefore I pence before fill vote because it put this agreement or that one of them propose something more convincan.,It depends on people after their thinking and their choice remains every personal fact ,Ilya plsieur subject to address is too long to explain Bac by you even during the discussions   ,,,
297,6183229304,156443487,2017-05-05 09:37:46,2017-05-05 09:41:42,Oui,Melenchon,Oui,,Je ne sais pas,,Blanc,Aucun des deux,,Aucun des deux car dans les deux cas on ce retrouvera dans la merde,Oui,Oui car la plus part on les meme situation et pour ceux quil on une idée fix sur leur choix de vote le defend tant bien que mal,Oui,,None of the two because in both cases we find in this shit,Yes because the more we share the same situation and for those that one idea fix on their choice of voting is as bad,,,,None of the two
298,6183226382,156443487,2017-05-05 09:34:03,2017-05-05 09:39:06,Oui,Melenchon,Oui,,Très sûr,,Emmanuel Macron,,Macron,Je pense que Macron va faire évoluer évoluer la France,Oui,Marine Le Pen est raciste et on veut pas de ça,Oui,Oui en espérant qu'il changera beaucoup de choses,I think Macron will evolve evolve France,Marine Le Pen is racist and we want it,Yes in the hope that it will change many things,,,
299,6183225757,156443487,2017-05-05 09:33:27,2017-05-05 09:38:30,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Le Pen,Grace a marine le pen les francais pourrons avoir du travaille et y aura moins de probleme et france avec les atent ta,Oui,Il pense que la france serait plus tranquil une foix que le tri sera fait,Oui,Elle pourra metre les franc et sela et mieux et sera moins cher pour nous les francais,Grace Marine pen francais can have works and will be less problem and france with atent your,He think france would be more tranquil a fling that sorting will be done,It may de frank and sela and better and will be less expensive for us French,,,
300,6183225650,156443487,2017-05-05 09:33:41,2017-05-05 09:36:34,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Le Pen,Car elle a un bon programme et que elle peu nous sortir du gouffre financier,Oui,Par ce que on en a marre de président qu'il ne servent à rien et qu'il faut que sa bouge,Oui,Elle seule peut faire bouger les choses ,Because it has a good program and that it us out of the abyss of financial,For what it is sick of president he used to nothing and that it needs to move its,It can only get things ,,,
301,6183224137,156443487,2017-05-05 09:30:53,2017-05-05 09:33:51,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Le Pen,,Oui,,Oui,,,,,,,
302,6183223619,156443487,2017-05-05 09:31:15,2017-05-05 09:59:29,Oui,Poutou,Oui,,Très sûr,,Emmanuel Macron,,Macron,"Je choisis de voter Macron en réalité par dépit puisque pour moi ni Macron, ni Lepen à sa place en tant que président.  Mais c'est sûr que si Marine Lepen passe en est tous foutus.",Non,"Pour certains de mes amis, ils veulent voter Lepen à cause des immigrés car pour eux ils ne trouvent pas normal qu'ils y en aient tellement qui viennent en France alors qu'ils sont en guerre.  A vrai dire, nous aurions été à leurs places, on aurait fait pareil que eux.   On se serait enfuis de notre pays c'est l'instinct de survie.  Le fn traite les étrangers et les immigrés comme si ils étaient supérieures d'eux mais ce qu'ils comprennent pas c'est qu'on est tous égaux, ce n'est pas la couleur de peau, ses origines ou bien ses croyances qui comptent.",Non,"Peut importe qui on va voter, ce sera un mauvais président.    Même si Emmanuel Macron à un programme pour la sécurité, l'éducation, le travail, la culture, l'économie, etc.. qui pourrait nous aiders ça ne se fera pas à tout les coups.","I choose to vote in reality despite Macron since for me or Macron, nor Lepen his place as president.  But it is sure that if Navy Lepen password is all screwed.","For some of my friends, they want to vote Lepen because of immigrants because for them they are not normal that they have so come to France while they are at war.  Indeed, we would have been at their places, such that they have.   It would have fled our country is the survival instinct.  The fn treats foreigners and immigrants as if they were above them but what they understand is that we are all equal, this is not the color of skin, its origins or its beliefs that are well.","Can anyone will vote, it will be a bad president.    Even if Emmanuel Macron to a programme for the security, education, work, culture, economy, etc. that could aiders it will not at any shots.",,,
303,6183221876,156443487,2017-05-05 09:29:30,2017-05-05 09:32:37,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Le Pen,Le pen pourquoi elle a de bonne IDE pour que la France marche mieu moi j'ai confidence en ellle,Oui,Il pence la même choce car elle a de bonne IDE pour que la France yaille mieu,Oui,,The pen why it has good IDE for France is better I have brought confidence,It pence the same choce because it has good IDE for France yaille better,,,,
304,6183221408,156443487,2017-05-05 09:28:51,2017-05-05 09:31:16,Oui,Melenchon,Oui,,Très sûr,,Emmanuel Macron,,Macron,Car plus intelligent que maribe,Oui,Parceque il le trouve très intelligent ,Oui,Car cest un banquier ,For smarter than maribe,Because it is very intelligent ,Because hes a banker ,,,
305,6183221045,156443487,2017-05-05 09:28:03,2017-05-05 09:29:28,Non,,Non,,Très sûr,,Marine Le Pen,,,,,,,,,,,,,
306,6183215741,156443487,2017-05-05 09:22:27,2017-05-05 09:23:46,Oui,Macron,Oui,,Très sûr,,Emmanuel Macron,,,,,,,,,,,,,
307,6183210739,156443487,2017-05-05 09:16:02,2017-05-05 09:21:39,Oui,Melenchon,Oui,,Très sûr,,Marine Le Pen,,Macron,Tout simplement parce que il a tous les riches et beaucoup de politiciens a ces côté,Non,Mais amis ne vont pas voter ou vote blanc ,Oui,Je pense que c'est un bon choix parce qu'elle et la pour le peuple et pour tous ceux qui son n pauvre ni riche,Quite simply because he has all the rich and many politicians has these side,But friends will not vote or white vote ,I think it is a good choice because it and for the people and for all those who his poor nor rich n,,,
308,6183210137,156443487,2017-05-05 09:15:57,2017-05-05 09:17:01,Oui,,Non,,Très sûr,,Blanc,Obama,,,,,,,,,,,,Obama
309,6183208612,156443487,2017-05-05 09:13:37,2017-05-05 09:16:33,Oui,Le Pen,Je ne sais pas,,Pas sûr,,Marine Le Pen,,Le Pen,Je ne sais pas du tout. Tout dépend ce que les Français vote1,Oui,,Oui,,I don't know. It depends what the French vote1,,,,,
310,6183207867,156443487,2017-05-05 09:13:03,2017-05-05 09:14:22,Oui,Melenchon,Oui,,Cela dépend du candidat,,Blanc,deux bouffons ,,,,,,,,,,,,Two clowns 
311,6183206977,156443487,2017-05-05 09:10:53,2017-05-05 09:17:50,Oui,Macron,Oui,,Très sûr,,Emmanuel Macron,,Macron,"Parce que je veux la France de pousser a, la bonne droit ",Oui,"Mes amis aussi comme moi ils veux la France poussr a, la bonne droit ",Oui,Pour moi la bonne choix pour la France c macron président ,"Because I want France to push, good right ","My friends also like me they want France poussr, good right ",For me the right choice for France v macron President ,,,
312,6183206544,156443487,2017-05-05 09:11:17,2017-05-05 09:19:01,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Le Pen,je pance que sa sera marine lepen qui passera parsque tout simplement emanuelle macron pete plus haut que son cul et pance qu'a lui comparer a marine lepan au moin elle veut faire bouger la france les soetir au maximum de la merde voula mon opinion,Oui,oh oui,Oui,comme je l'ai dit au deçu si marine lepen passe on sera beaucoup moin dans la merde ,I pance that its navy will lepen will parsque simply emanuelle pete macron above his ass and pance that compare him to Navy lepan moin wants to move the france soetir up to the economic downturn shit my opinion,Oh yes,As I said above if the navy lepen password will be much less in the shit ,,,
313,6183206137,156443487,2017-05-05 09:11:09,2017-05-05 09:15:48,Oui,Macron,Oui,,Très sûr,,Blanc,C'est compliqué,Macron,Y la dit beaucoup trop sa peut arranger plusieurs personne et d'autre non après va til pouvoir tous appliquer c'est toujours la meme question,Oui,Ben après le débat c'est un peu compliqué,Non,C'est dur de vrement validée son choix car comme tout le temp on se pose des questions savoir si y'a tous qui sera mis en place et savoir si y va pas en faire trop,Y said too much can fix its several person and other not after til power will all apply always the same question,Ben after the debate is a little complicated,It's hard to recovery validated his choice because as the temp is asking questions whether there's all that will be put in place and whether there will not be too,,,It is complicated
314,6183202924,156443487,2017-05-05 09:07:39,2017-05-05 09:18:09,Oui,Fillon,Oui,,Très sûr,,Marine Le Pen,,Macron,"Marine Le Pen fait trop peur avec ses idées d'extrême droite, que ce soit pour ma fermeture des frontières, ainsi ie plusieurs autres points concernant les entreprises notamment. Pourtant Emmanuel Macron est pour ma part loin d'être mieux. La libéralisation de l'économie française est pour moi un recul social malgré les bienfaits que cela puisse avoir. Il fait tout simplement moins peur aux Français. A choisir vaut mieux prendre le ""moins pire"" que le ""pire du pire"" ",Non,"Etant dans un milieu d'économistes, aucun ne pourrait voter contre Macron. Ils ne regardent que les aspects Economiques sans regarder les aspects social.",Non,Je sais que Marine Le Pen ne passera pas. Mon vote est avant tout un vote contre Emmanuel Macron et non un vote pour Marine Le Pen.,"Marine Le Pen is too afraid with its extreme right-wing ideas, either for my closure of borders, and several other points on the ith companies including. Yet Emmanuel Macron is for my part far from better. Liberalization of the French economy is for me a social decline despite the benefits that it may have. It is simply less afraid to French. Choose better take the ""less worse"" that the ""worst of the worst"" ","Because in a economists, none could vote against Macron. They look that the Economic aspects without looking at the social aspects.",I know that Marine Le Pen will not. My vote is a vote against Emmanuel Macron and not a vote for Marine Le Pen.,,,
315,6183202648,156443487,2017-05-05 09:07:35,2017-05-05 09:10:57,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Macron,Parce que personne ne veut que Le pen tout le monde veut faire barrage ! ,Oui,Oui bien sûr nous sommes daccord.,Oui,Parce que je pense quelle a de bonnes idées un Bon programme qui minterpelle plus que Celui de Macron. ,Because nobody wants The pen everyone wants to dam! ,Yes of course we are OK.,Because I think what has good ideas a good program that minterpelle more than The Macron. ,,,
